ticket_id,jira_status,jira_id,reason,total_attachments,successful_attachments,failed_attachments,attachment_type,created_at,updated_at
3009,success,FTJM-48974,,0,0,0,none,2025-08-25T23:29:17.706864,2025-08-25T23:29:17.706864
3002,success,FTJM-48968,,7,7,0,conversation,2025-08-25T23:29:18.335741,2025-08-25T23:29:18.335741
3007,success,FTJM-48973,,1,1,0,attachment,2025-08-25T23:29:18.370857,2025-08-25T23:29:18.370857
3017,success,FTJM-48975,,0,0,0,none,2025-08-25T23:29:18.381854,2025-08-25T23:29:18.381854
3020,success,FTJM-48977,,1,1,0,attachment,2025-08-25T23:29:20.115193,2025-08-25T23:29:20.115193
2970,success,FTJM-48951,,3,3,0,mixed,2025-08-25T23:29:20.206544,2025-08-25T23:29:20.206544
3019,success,FTJM-48976,,2,2,0,attachment,2025-08-25T23:29:20.918371,2025-08-25T23:29:20.918371
3022,success,FTJM-48979,,1,1,0,conversation,2025-08-25T23:29:21.726124,2025-08-25T23:29:21.726124
3025,success,FTJM-48982,,0,0,0,none,2025-08-25T23:29:21.901893,2025-08-25T23:29:21.901893
3023,success,FTJM-48980,,2,2,0,attachment,2025-08-25T23:29:22.120113,2025-08-25T23:29:22.120113
3024,success,FTJM-48981,,1,1,0,attachment,2025-08-25T23:29:22.185383,2025-08-25T23:29:22.185383
3021,success,FTJM-48978,,3,3,0,attachment,2025-08-25T23:29:22.418776,2025-08-25T23:29:22.418776
3027,success,FTJM-48983,,0,0,0,none,2025-08-25T23:29:22.585331,2025-08-25T23:29:22.585331
3029,success,FTJM-48985,,0,0,0,none,2025-08-25T23:29:23.342685,2025-08-25T23:29:23.342685
3028,success,FTJM-48984,,1,1,0,attachment,2025-08-25T23:29:23.590170,2025-08-25T23:29:23.590170
3030,success,FTJM-48986,,0,0,0,none,2025-08-25T23:29:23.752034,2025-08-25T23:29:23.752034
3031,success,FTJM-48987,,0,0,0,none,2025-08-25T23:29:24.280601,2025-08-25T23:29:24.280601
3033,success,FTJM-48988,,0,0,0,none,2025-08-25T23:29:24.811353,2025-08-25T23:29:24.811353
3034,success,FTJM-48989,,0,0,0,none,2025-08-25T23:29:25.419585,2025-08-25T23:29:25.419585
3036,success,FTJM-48991,,0,0,0,none,2025-08-25T23:29:26.444903,2025-08-25T23:29:26.444903
3037,success,FTJM-48992,,0,0,0,none,2025-08-25T23:29:26.941991,2025-08-25T23:29:26.941991
3038,success,FTJM-48993,,0,0,0,none,2025-08-25T23:29:27.357736,2025-08-25T23:29:27.357736
3039,success,FTJM-48994,,0,0,0,none,2025-08-25T23:29:27.978565,2025-08-25T23:29:27.978565
3035,success,FTJM-48990,,6,6,0,conversation,2025-08-25T23:29:28.847576,2025-08-25T23:29:28.847576
3041,success,FTJM-48995,,1,1,0,attachment,2025-08-25T23:29:29.709925,2025-08-25T23:29:29.709925
3042,success,FTJM-48996,,1,1,0,attachment,2025-08-25T23:29:29.863012,2025-08-25T23:29:29.863012
3044,success,FTJM-48998,,1,1,0,attachment,2025-08-25T23:29:31.068427,2025-08-25T23:29:31.068427
3045,success,FTJM-48999,,1,1,0,attachment,2025-08-25T23:29:31.423614,2025-08-25T23:29:31.423614
3046,success,FTJM-49000,,1,1,0,attachment,2025-08-25T23:29:31.726624,2025-08-25T23:29:31.726624
3047,success,FTJM-49001,,1,1,0,attachment,2025-08-25T23:29:32.275457,2025-08-25T23:29:32.275457
3048,success,FTJM-49002,,1,1,0,attachment,2025-08-25T23:29:32.879009,2025-08-25T23:29:32.879009
3043,success,FTJM-48997,,6,6,0,mixed,2025-08-25T23:29:32.908767,2025-08-25T23:29:32.908767
3049,success,FTJM-49003,,1,1,0,attachment,2025-08-25T23:29:33.214114,2025-08-25T23:29:33.214114
3050,success,FTJM-49004,,1,1,0,attachment,2025-08-25T23:29:33.924727,2025-08-25T23:29:33.924727
3051,success,FTJM-49005,,1,1,0,attachment,2025-08-25T23:29:34.304239,2025-08-25T23:29:34.304239
3052,success,FTJM-49006,,1,1,0,attachment,2025-08-25T23:29:34.786507,2025-08-25T23:29:34.786507
3054,success,FTJM-49008,,1,1,0,attachment,2025-08-25T23:29:35.736408,2025-08-25T23:29:35.736408
3055,success,FTJM-49009,,1,1,0,attachment,2025-08-25T23:29:36.422313,2025-08-25T23:29:36.422313
3053,success,FTJM-49007,,5,5,0,conversation,2025-08-25T23:29:36.439394,2025-08-25T23:29:36.439394
3056,success,FTJM-49010,,1,1,0,attachment,2025-08-25T23:29:36.912054,2025-08-25T23:29:36.912054
3057,success,FTJM-49011,,1,1,0,attachment,2025-08-25T23:29:37.327660,2025-08-25T23:29:37.327660
3058,success,FTJM-49012,,1,1,0,attachment,2025-08-25T23:29:37.796534,2025-08-25T23:29:37.796534
3059,success,FTJM-49013,,1,1,0,attachment,2025-08-25T23:29:38.591602,2025-08-25T23:29:38.591602
3060,success,FTJM-49014,,1,1,0,attachment,2025-08-25T23:29:38.752151,2025-08-25T23:29:38.752151
3061,success,FTJM-49015,,1,1,0,attachment,2025-08-25T23:29:39.732515,2025-08-25T23:29:39.732515
3062,success,FTJM-49016,,1,1,0,attachment,2025-08-25T23:29:39.957503,2025-08-25T23:29:39.957503
3063,success,FTJM-49017,,1,1,0,attachment,2025-08-25T23:29:40.358200,2025-08-25T23:29:40.358200
3064,success,FTJM-49018,,1,1,0,attachment,2025-08-25T23:29:41.208339,2025-08-25T23:29:41.208339
3065,success,FTJM-49019,,1,1,0,attachment,2025-08-25T23:29:41.376289,2025-08-25T23:29:41.376289
3066,success,FTJM-49020,,1,1,0,attachment,2025-08-25T23:29:41.889260,2025-08-25T23:29:41.889260
3067,success,FTJM-49021,,1,1,0,attachment,2025-08-25T23:29:42.468103,2025-08-25T23:29:42.468103
3068,success,FTJM-49022,,1,1,0,attachment,2025-08-25T23:29:42.973504,2025-08-25T23:29:42.973504
3069,success,FTJM-49023,,1,1,0,attachment,2025-08-25T23:29:43.746643,2025-08-25T23:29:43.746643
3070,success,FTJM-49024,,1,1,0,attachment,2025-08-25T23:29:44.017363,2025-08-25T23:29:44.017363
3072,success,FTJM-49025,,1,1,0,attachment,2025-08-25T23:29:44.431753,2025-08-25T23:29:44.431753
3073,success,FTJM-49026,,1,1,0,attachment,2025-08-25T23:29:45.013978,2025-08-25T23:29:45.013978
3074,success,FTJM-49027,,1,1,0,attachment,2025-08-25T23:29:45.313207,2025-08-25T23:29:45.313207
3075,success,FTJM-49028,,1,1,0,attachment,2025-08-25T23:29:46.011725,2025-08-25T23:29:46.011725
3079,success,FTJM-49030,,0,0,0,none,2025-08-25T23:29:46.263078,2025-08-25T23:29:46.263078
3081,success,FTJM-49032,,0,0,0,none,2025-08-25T23:29:47.612023,2025-08-25T23:29:47.612023
3082,success,FTJM-49033,,0,0,0,none,2025-08-25T23:29:47.941407,2025-08-25T23:29:47.941407
3083,success,FTJM-49034,,0,0,0,none,2025-08-25T23:29:48.022262,2025-08-25T23:29:48.022262
3078,success,FTJM-49029,,2,2,0,attachment,2025-08-25T23:29:48.251559,2025-08-25T23:29:48.251559
3084,success,FTJM-49035,,0,0,0,none,2025-08-25T23:29:48.834363,2025-08-25T23:29:48.834363
3085,success,FTJM-49036,,0,0,0,none,2025-08-25T23:29:49.119618,2025-08-25T23:29:49.119618
3080,success,FTJM-49031,,1,1,0,attachment,2025-08-25T23:29:49.518056,2025-08-25T23:29:49.518056
3087,success,FTJM-49038,,0,0,0,none,2025-08-25T23:29:50.135812,2025-08-25T23:29:50.135812
3088,success,FTJM-49039,,0,0,0,none,2025-08-25T23:29:50.648922,2025-08-25T23:29:50.648922
3089,success,FTJM-49040,,0,0,0,none,2025-08-25T23:29:51.194139,2025-08-25T23:29:51.194139
3090,success,FTJM-49041,,0,0,0,none,2025-08-25T23:29:51.569217,2025-08-25T23:29:51.569217
3086,success,FTJM-49037,,5,5,0,attachment,2025-08-25T23:29:52.667956,2025-08-25T23:29:52.667956
3091,success,FTJM-49042,,1,1,0,attachment,2025-08-25T23:29:53.066989,2025-08-25T23:29:53.066989
3095,success,FTJM-49046,,0,0,0,none,2025-08-25T23:29:54.222578,2025-08-25T23:29:54.222578
3093,success,FTJM-49044,,2,2,0,conversation,2025-08-25T23:29:54.931676,2025-08-25T23:29:54.931676
3099,success,FTJM-49050,,0,0,0,none,2025-08-25T23:29:56.181350,2025-08-25T23:29:56.181350
3098,success,FTJM-49049,,1,1,0,attachment,2025-08-25T23:29:56.672193,2025-08-25T23:29:56.672193
3097,success,FTJM-49048,,2,2,0,conversation,2025-08-25T23:29:56.734685,2025-08-25T23:29:56.734685
3100,success,FTJM-49051,,0,0,0,none,2025-08-25T23:29:56.790203,2025-08-25T23:29:56.790203
3094,success,FTJM-49045,,5,5,0,conversation,2025-08-25T23:29:57.110430,2025-08-25T23:29:57.110430
3101,success,FTJM-49052,,0,0,0,none,2025-08-25T23:29:57.301238,2025-08-25T23:29:57.301238
3092,success,FTJM-49043,,1,1,0,attachment,2025-08-25T23:29:57.441074,2025-08-25T23:29:57.441074
3104,success,FTJM-49055,,0,0,0,none,2025-08-25T23:29:58.797791,2025-08-25T23:29:58.797791
3096,success,FTJM-49047,,9,9,0,conversation,2025-08-25T23:29:58.866645,2025-08-25T23:29:58.866645
3103,success,FTJM-49054,,1,1,0,attachment,2025-08-25T23:29:59.212259,2025-08-25T23:29:59.212259
3102,success,FTJM-49053,,1,1,0,attachment,2025-08-25T23:29:59.246024,2025-08-25T23:29:59.246024
3106,success,FTJM-49056,,0,0,0,none,2025-08-25T23:29:59.785833,2025-08-25T23:29:59.785833
3107,success,FTJM-49057,,1,1,0,attachment,2025-08-25T23:30:01.202505,2025-08-25T23:30:01.202505
3108,success,FTJM-49058,,1,1,0,attachment,2025-08-25T23:30:01.671370,2025-08-25T23:30:01.671370
3112,success,FTJM-49062,,0,0,0,none,2025-08-25T23:30:02.816617,2025-08-25T23:30:02.816617
3110,success,FTJM-49060,,1,1,0,conversation,2025-08-25T23:30:03.121933,2025-08-25T23:30:03.121933
3113,success,FTJM-49063,,0,0,0,none,2025-08-25T23:30:03.152215,2025-08-25T23:30:03.152215
3111,success,FTJM-49061,,1,1,0,attachment,2025-08-25T23:30:03.488869,2025-08-25T23:30:03.488869
3109,success,FTJM-49059,,2,2,0,attachment,2025-08-25T23:30:03.708371,2025-08-25T23:30:03.708371
3114,success,FTJM-49064,,0,0,0,none,2025-08-25T23:30:03.882687,2025-08-25T23:30:03.882687
3116,success,FTJM-49065,,0,0,0,none,2025-08-25T23:30:04.356731,2025-08-25T23:30:04.356731
3118,success,FTJM-49067,,0,0,0,none,2025-08-25T23:30:05.323683,2025-08-25T23:30:05.323683
3117,success,FTJM-49066,,0,0,0,none,2025-08-25T23:30:05.397074,2025-08-25T23:30:05.397074
3120,success,FTJM-49069,,0,0,0,none,2025-08-25T23:30:06.668948,2025-08-25T23:30:06.668948
3122,success,FTJM-49071,,0,0,0,none,2025-08-25T23:30:07.688887,2025-08-25T23:30:07.688887
3121,success,FTJM-49070,,1,1,0,attachment,2025-08-25T23:30:07.898118,2025-08-25T23:30:07.898118
3125,success,FTJM-49074,,0,0,0,none,2025-08-25T23:30:08.966321,2025-08-25T23:30:08.966321
3124,success,FTJM-49072,,1,1,0,attachment,2025-08-25T23:30:09.442918,2025-08-25T23:30:09.442918
3119,success,FTJM-49068,,7,7,0,attachment,2025-08-25T23:30:09.469943,2025-08-25T23:30:09.469943
3126,success,FTJM-49075,,0,0,0,none,2025-08-25T23:30:09.554630,2025-08-25T23:30:09.554630
3127,success,FTJM-49076,,0,0,0,none,2025-08-25T23:30:10.343383,2025-08-25T23:30:10.343383
3123,success,FTJM-49073,,1,1,0,conversation,2025-08-25T23:30:10.619478,2025-08-25T23:30:10.619478
3130,success,FTJM-49078,,0,0,0,none,2025-08-25T23:30:11.181025,2025-08-25T23:30:11.181025
3131,success,FTJM-49079,,0,0,0,none,2025-08-25T23:30:11.334304,2025-08-25T23:30:11.334304
3132,success,FTJM-49080,,0,0,0,none,2025-08-25T23:30:11.883497,2025-08-25T23:30:11.883497
3129,success,FTJM-49077,,3,3,0,attachment,2025-08-25T23:30:12.075229,2025-08-25T23:30:12.075229
3135,success,FTJM-49082,,0,0,0,none,2025-08-25T23:30:13.080191,2025-08-25T23:30:13.080191
3136,success,FTJM-49083,,0,0,0,none,2025-08-25T23:30:13.279345,2025-08-25T23:30:13.279345
3137,success,FTJM-49084,,0,0,0,none,2025-08-25T23:30:14.077493,2025-08-25T23:30:14.077493
3143,success,FTJM-49087,,0,0,0,none,2025-08-25T23:30:15.512432,2025-08-25T23:30:15.512432
3142,success,FTJM-49086,,0,0,0,none,2025-08-25T23:30:15.528669,2025-08-25T23:30:15.528669
3138,success,FTJM-49085,,1,1,0,attachment,2025-08-25T23:30:16.740463,2025-08-25T23:30:16.740463
3151,success,FTJM-49092,,0,0,0,none,2025-08-25T23:30:18.674824,2025-08-25T23:30:18.674824
3105,success,FTJM-49093,,0,0,0,none,2025-08-25T23:30:19.084725,2025-08-25T23:30:19.084725
3152,success,FTJM-49094,,0,0,0,none,2025-08-25T23:30:19.104687,2025-08-25T23:30:19.104687
3150,success,FTJM-49091,,1,1,0,attachment,2025-08-25T23:30:19.506716,2025-08-25T23:30:19.506716
3148,success,FTJM-49090,,3,3,0,conversation,2025-08-25T23:30:19.827276,2025-08-25T23:30:19.827276
3153,success,FTJM-49095,,0,0,0,none,2025-08-25T23:30:20.144159,2025-08-25T23:30:20.144159
3145,success,FTJM-49089,,4,4,0,conversation,2025-08-25T23:30:20.310832,2025-08-25T23:30:20.310832
3154,success,FTJM-49096,,0,0,0,none,2025-08-25T23:30:20.717251,2025-08-25T23:30:20.717251
3144,success,FTJM-49088,,2,2,0,attachment,2025-08-25T23:30:21.238856,2025-08-25T23:30:21.238856
3155,success,FTJM-49097,,0,0,0,none,2025-08-25T23:30:21.339188,2025-08-25T23:30:21.339188
3156,success,FTJM-49098,,0,0,0,none,2025-08-25T23:30:21.776841,2025-08-25T23:30:21.776841
3157,success,FTJM-49099,,0,0,0,none,2025-08-25T23:30:22.165163,2025-08-25T23:30:22.165163
3158,success,FTJM-49100,,0,0,0,none,2025-08-25T23:30:22.837644,2025-08-25T23:30:22.837644
3159,success,FTJM-49101,,0,0,0,none,2025-08-25T23:30:23.367221,2025-08-25T23:30:23.367221
3133,success,FTJM-49081,,5,5,0,mixed,2025-08-25T23:30:23.486467,2025-08-25T23:30:23.486467
3160,success,FTJM-49102,,0,0,0,none,2025-08-25T23:30:23.667095,2025-08-25T23:30:23.667095
3161,success,FTJM-49103,,1,1,0,attachment,2025-08-25T23:30:25.347756,2025-08-25T23:30:25.347756
3162,success,FTJM-49104,,1,1,0,attachment,2025-08-25T23:30:25.627254,2025-08-25T23:30:25.627254
3164,success,FTJM-49106,,0,0,0,none,2025-08-25T23:30:25.719998,2025-08-25T23:30:25.719998
3163,success,FTJM-49105,,2,2,0,attachment,2025-08-25T23:30:26.190172,2025-08-25T23:30:26.190172
3166,success,FTJM-49108,,0,0,0,none,2025-08-25T23:30:26.915657,2025-08-25T23:30:26.915657
3168,success,FTJM-49109,,0,0,0,none,2025-08-25T23:30:27.386455,2025-08-25T23:30:27.386455
3165,success,FTJM-49107,,2,2,0,attachment,2025-08-25T23:30:27.653616,2025-08-25T23:30:27.653616
3172,success,FTJM-49110,,0,0,0,none,2025-08-25T23:30:27.858762,2025-08-25T23:30:27.858762
3174,success,FTJM-49112,,0,0,0,none,2025-08-25T23:30:28.770319,2025-08-25T23:30:28.770319
3184,success,FTJM-49113,,0,0,0,none,2025-08-25T23:30:29.442068,2025-08-25T23:30:29.442068
3173,success,FTJM-49111,,1,1,0,attachment,2025-08-25T23:30:29.514853,2025-08-25T23:30:29.514853
3187,success,FTJM-49116,,0,0,0,none,2025-08-25T23:30:30.738020,2025-08-25T23:30:30.738020
3186,success,FTJM-49115,,1,1,0,attachment,2025-08-25T23:30:31.332740,2025-08-25T23:30:31.332740
3185,success,FTJM-49114,,1,1,0,attachment,2025-08-25T23:30:31.379618,2025-08-25T23:30:31.379618
3191,success,FTJM-49119,,0,0,0,none,2025-08-25T23:30:32.381915,2025-08-25T23:30:32.381915
3189,success,FTJM-49117,,0,0,0,none,2025-08-25T23:30:32.452766,2025-08-25T23:30:32.452766
3192,success,FTJM-49120,,0,0,0,none,2025-08-25T23:30:32.980066,2025-08-25T23:30:32.980066
3190,success,FTJM-49118,,1,1,0,conversation,2025-08-25T23:30:33.053297,2025-08-25T23:30:33.053297
3195,success,FTJM-49122,,0,0,0,none,2025-08-25T23:30:33.874694,2025-08-25T23:30:33.874694
3196,success,FTJM-49123,,0,0,0,none,2025-08-25T23:30:34.253941,2025-08-25T23:30:34.253941
3194,success,FTJM-49121,,1,1,0,attachment,2025-08-25T23:30:34.428004,2025-08-25T23:30:34.428004
3198,success,FTJM-49125,,0,0,0,none,2025-08-25T23:30:35.556913,2025-08-25T23:30:35.556913
3199,success,FTJM-49126,,0,0,0,none,2025-08-25T23:30:36.061255,2025-08-25T23:30:36.061255
3201,success,FTJM-49127,,0,0,0,none,2025-08-25T23:30:36.304445,2025-08-25T23:30:36.304445
3202,success,FTJM-49128,,1,1,0,conversation,2025-08-25T23:30:37.737637,2025-08-25T23:30:37.737637
3205,success,FTJM-49130,,0,0,0,none,2025-08-25T23:30:37.764039,2025-08-25T23:30:37.764039
3204,success,FTJM-49129,,1,1,0,attachment,2025-08-25T23:30:38.272297,2025-08-25T23:30:38.272297
3206,success,FTJM-49131,,0,0,0,none,2025-08-25T23:30:38.406077,2025-08-25T23:30:38.406077
3197,success,FTJM-49124,,6,6,0,mixed,2025-08-25T23:30:38.517280,2025-08-25T23:30:38.517280
3207,success,FTJM-49132,,0,0,0,none,2025-08-25T23:30:38.917563,2025-08-25T23:30:38.917563
3209,success,FTJM-49134,,0,0,0,none,2025-08-25T23:30:39.960402,2025-08-25T23:30:39.960402
3208,success,FTJM-49133,,6,6,0,attachment,2025-08-25T23:30:41.634211,2025-08-25T23:30:41.634211
3210,success,FTJM-49135,,1,1,0,attachment,2025-08-25T23:30:41.726348,2025-08-25T23:30:41.726348
3211,success,FTJM-49136,,1,1,0,attachment,2025-08-25T23:30:42.031841,2025-08-25T23:30:42.031841
3265,success,FTJM-49141,,0,0,0,none,2025-08-25T23:30:43.457813,2025-08-25T23:30:43.457813
3234,success,FTJM-49139,,2,2,0,attachment,2025-08-25T23:30:43.946249,2025-08-25T23:30:43.946249
3217,success,FTJM-49137,,2,2,0,attachment,2025-08-25T23:30:43.970414,2025-08-25T23:30:43.970414
3233,success,FTJM-49138,,2,2,0,attachment,2025-08-25T23:30:44.078326,2025-08-25T23:30:44.078326
3266,success,FTJM-49142,,0,0,0,none,2025-08-25T23:30:44.133714,2025-08-25T23:30:44.133714
3264,success,FTJM-49140,,3,3,0,mixed,2025-08-25T23:30:45.233620,2025-08-25T23:30:45.233620
3268,success,FTJM-49144,,1,1,0,attachment,2025-08-25T23:30:45.936338,2025-08-25T23:30:45.936338
3267,success,FTJM-49143,,1,1,0,attachment,2025-08-25T23:30:45.991454,2025-08-25T23:30:45.991454
3272,success,FTJM-49148,,0,0,0,none,2025-08-25T23:30:47.465759,2025-08-25T23:30:47.465759
3271,success,FTJM-49147,,1,1,0,attachment,2025-08-25T23:30:47.835574,2025-08-25T23:30:47.835574
3273,success,FTJM-49149,,0,0,0,none,2025-08-25T23:30:47.962305,2025-08-25T23:30:47.962305
3269,success,FTJM-49145,,2,2,0,mixed,2025-08-25T23:30:48.401197,2025-08-25T23:30:48.401197
3274,success,FTJM-49150,,2,2,0,attachment,2025-08-25T23:30:49.635673,2025-08-25T23:30:49.635673
3277,success,FTJM-49153,,0,0,0,none,2025-08-25T23:30:49.714914,2025-08-25T23:30:49.714914
3270,success,FTJM-49146,,5,5,0,mixed,2025-08-25T23:30:49.839480,2025-08-25T23:30:49.839480
3289,success,FTJM-49154,,0,0,0,none,2025-08-25T23:30:50.086615,2025-08-25T23:30:50.086615
3275,success,FTJM-49151,,1,1,0,attachment,2025-08-25T23:30:50.225053,2025-08-25T23:30:50.225053
3276,success,FTJM-49152,,1,1,0,conversation,2025-08-25T23:30:50.406064,2025-08-25T23:30:50.406064
3290,success,FTJM-49155,,0,0,0,none,2025-08-25T23:30:50.462616,2025-08-25T23:30:50.462616
3291,success,FTJM-49156,,0,0,0,none,2025-08-25T23:30:50.983490,2025-08-25T23:30:50.983490
3292,success,FTJM-49157,,0,0,0,none,2025-08-25T23:30:51.495564,2025-08-25T23:30:51.495564
3293,success,FTJM-49158,,0,0,0,none,2025-08-25T23:30:51.955257,2025-08-25T23:30:51.955257
3294,success,FTJM-49159,,0,0,0,none,2025-08-25T23:30:52.500017,2025-08-25T23:30:52.500017
3299,success,FTJM-49163,,0,0,0,none,2025-08-25T23:30:54.693252,2025-08-25T23:30:54.693252
3296,success,FTJM-49161,,2,2,0,attachment,2025-08-25T23:30:54.996772,2025-08-25T23:30:54.996772
3295,success,FTJM-49160,,3,3,0,attachment,2025-08-25T23:30:55.467553,2025-08-25T23:30:55.467553
3300,success,FTJM-49164,,1,1,0,conversation,2025-08-25T23:30:55.868267,2025-08-25T23:30:55.868267
3298,success,FTJM-49162,,2,2,0,attachment,2025-08-25T23:30:55.939690,2025-08-25T23:30:55.939690
3301,success,FTJM-49165,,1,1,0,attachment,2025-08-25T23:30:56.356985,2025-08-25T23:30:56.356985
3303,success,FTJM-49167,,0,0,0,none,2025-08-25T23:30:56.659104,2025-08-25T23:30:56.659104
3302,success,FTJM-49166,,1,1,0,attachment,2025-08-25T23:30:56.871902,2025-08-25T23:30:56.871902
3304,success,FTJM-49168,,1,1,0,attachment,2025-08-25T23:30:57.874700,2025-08-25T23:30:57.874700
3305,success,FTJM-49169,,2,2,0,conversation,2025-08-25T23:30:58.706451,2025-08-25T23:30:58.706451
3306,success,FTJM-49170,,1,1,0,attachment,2025-08-25T23:30:58.764222,2025-08-25T23:30:58.764222
3307,success,FTJM-49171,,1,1,0,attachment,2025-08-25T23:30:59.356926,2025-08-25T23:30:59.356926
3308,success,FTJM-49172,,1,1,0,attachment,2025-08-25T23:31:00.076759,2025-08-25T23:31:00.076759
3310,success,FTJM-49174,,1,1,0,attachment,2025-08-25T23:31:00.910098,2025-08-25T23:31:00.910098
3309,success,FTJM-49173,,1,1,0,attachment,2025-08-25T23:31:00.974490,2025-08-25T23:31:00.974490
3311,success,FTJM-49175,,1,1,0,attachment,2025-08-25T23:31:01.652183,2025-08-25T23:31:01.652183
3312,success,FTJM-49176,,1,1,0,attachment,2025-08-25T23:31:02.205101,2025-08-25T23:31:02.205101
3314,success,FTJM-49178,,1,1,0,attachment,2025-08-25T23:31:02.968394,2025-08-25T23:31:02.968394
3313,success,FTJM-49177,,1,1,0,attachment,2025-08-25T23:31:03.233701,2025-08-25T23:31:03.233701
3315,success,FTJM-49179,,1,1,0,attachment,2025-08-25T23:31:03.484843,2025-08-25T23:31:03.484843
3316,success,FTJM-49180,,1,1,0,attachment,2025-08-25T23:31:04.072332,2025-08-25T23:31:04.072332
3317,success,FTJM-49181,,1,1,0,attachment,2025-08-25T23:31:04.497096,2025-08-25T23:31:04.497096
3318,success,FTJM-49182,,1,1,0,attachment,2025-08-25T23:31:04.819426,2025-08-25T23:31:04.819426
3319,success,FTJM-49183,,1,1,0,attachment,2025-08-25T23:31:05.635685,2025-08-25T23:31:05.635685
3320,success,FTJM-49184,,1,1,0,attachment,2025-08-25T23:31:06.376570,2025-08-25T23:31:06.376570
3321,success,FTJM-49185,,1,1,0,attachment,2025-08-25T23:31:06.732446,2025-08-25T23:31:06.732446
3322,success,FTJM-49186,,1,1,0,attachment,2025-08-25T23:31:07.007929,2025-08-25T23:31:07.007929
3323,success,FTJM-49187,,1,1,0,attachment,2025-08-25T23:31:07.894320,2025-08-25T23:31:07.894320
3324,success,FTJM-49188,,1,1,0,attachment,2025-08-25T23:31:08.029173,2025-08-25T23:31:08.029173
3325,success,FTJM-49189,,1,1,0,attachment,2025-08-25T23:31:08.492375,2025-08-25T23:31:08.492375
3326,success,FTJM-49190,,1,1,0,attachment,2025-08-25T23:31:08.968138,2025-08-25T23:31:08.968138
3327,success,FTJM-49191,,1,1,0,attachment,2025-08-25T23:31:09.448299,2025-08-25T23:31:09.448299
3328,success,FTJM-49192,,1,1,0,attachment,2025-08-25T23:31:10.097455,2025-08-25T23:31:10.097455
3329,success,FTJM-49193,,1,1,0,attachment,2025-08-25T23:31:10.470591,2025-08-25T23:31:10.470591
3330,success,FTJM-49194,,1,1,0,attachment,2025-08-25T23:31:10.998573,2025-08-25T23:31:10.998573
3331,success,FTJM-49195,,1,1,0,attachment,2025-08-25T23:31:11.332043,2025-08-25T23:31:11.332043
3332,success,FTJM-49196,,1,1,0,attachment,2025-08-25T23:31:12.046060,2025-08-25T23:31:12.046060
3333,success,FTJM-49197,,1,1,0,attachment,2025-08-25T23:31:12.483879,2025-08-25T23:31:12.483879
3334,success,FTJM-49198,,1,1,0,attachment,2025-08-25T23:31:12.929449,2025-08-25T23:31:12.929449
3335,success,FTJM-49199,,1,1,0,attachment,2025-08-25T23:31:13.399608,2025-08-25T23:31:13.399608
3336,success,FTJM-49200,,1,1,0,attachment,2025-08-25T23:31:13.823889,2025-08-25T23:31:13.823889
3337,success,FTJM-49201,,1,1,0,attachment,2025-08-25T23:31:14.544794,2025-08-25T23:31:14.544794
3338,success,FTJM-49202,,1,1,0,attachment,2025-08-25T23:31:15.114858,2025-08-25T23:31:15.114858
3339,success,FTJM-49203,,1,1,0,attachment,2025-08-25T23:31:15.438426,2025-08-25T23:31:15.438426
3340,success,FTJM-49204,,1,1,0,attachment,2025-08-25T23:31:15.956103,2025-08-25T23:31:15.956103
3341,success,FTJM-49205,,1,1,0,attachment,2025-08-25T23:31:16.469367,2025-08-25T23:31:16.469367
3342,success,FTJM-49206,,1,1,0,attachment,2025-08-25T23:31:17.008489,2025-08-25T23:31:17.008489
3343,success,FTJM-49207,,1,1,0,attachment,2025-08-25T23:31:17.543451,2025-08-25T23:31:17.543451
3344,success,FTJM-49208,,1,1,0,attachment,2025-08-25T23:31:17.992707,2025-08-25T23:31:17.992707
3345,success,FTJM-49209,,1,1,0,attachment,2025-08-25T23:31:18.538317,2025-08-25T23:31:18.538317
3346,success,FTJM-49210,,1,1,0,attachment,2025-08-25T23:31:19.156961,2025-08-25T23:31:19.156961
3347,success,FTJM-49211,,1,1,0,attachment,2025-08-25T23:31:19.490714,2025-08-25T23:31:19.490714
3348,success,FTJM-49212,,1,1,0,attachment,2025-08-25T23:31:20.001180,2025-08-25T23:31:20.001180
3349,success,FTJM-49213,,1,1,0,attachment,2025-08-25T23:31:20.462962,2025-08-25T23:31:20.462962
3352,success,FTJM-49215,,0,0,0,none,2025-08-25T23:31:20.727260,2025-08-25T23:31:20.727260
3353,success,FTJM-49216,,0,0,0,none,2025-08-25T23:31:21.202381,2025-08-25T23:31:21.202381
3354,success,FTJM-49217,,0,0,0,none,2025-08-25T23:31:21.699972,2025-08-25T23:31:21.699972
3351,success,FTJM-49214,,2,2,0,conversation,2025-08-25T23:31:22.229559,2025-08-25T23:31:22.229559
3355,success,FTJM-49218,,0,0,0,none,2025-08-25T23:31:22.292787,2025-08-25T23:31:22.292787
3357,success,FTJM-49219,,0,0,0,none,2025-08-25T23:31:22.725135,2025-08-25T23:31:22.725135
3358,success,FTJM-49220,,0,0,0,none,2025-08-25T23:31:23.398972,2025-08-25T23:31:23.398972
3359,success,FTJM-49221,,0,0,0,none,2025-08-25T23:31:23.727603,2025-08-25T23:31:23.727603
3360,success,FTJM-49222,,0,0,0,none,2025-08-25T23:31:24.118976,2025-08-25T23:31:24.118976
